1 BASIC SELECT

Dream_salaries                                                                  
--------------------------------------------------------------------------------
Vargasearns2500monthly but wants7500                                            
Russellearns14000monthly but wants42000                                         
Partnersearns13500monthly but wants40500                                        
Errazurizearns12000monthly but wants36000                                       
Cambraultearns11000monthly but wants33000                                       
Zlotkeyearns10500monthly but wants31500                                         
Tuckerearns10000monthly but wants30000                                          
Bernsteinearns9500monthly but wants28500                                        
Hallearns9000monthly but wants27000                                             
Olsenearns8000monthly but wants24000                                            
Cambraultearns7500monthly but wants22500                                        

Dream_salaries                                                                  
--------------------------------------------------------------------------------
Tuvaultearns7000monthly but wants21000                                          
Kingearns10000monthly but wants30000                                            
Sullyearns9500monthly but wants28500                                            
McEwenearns9000monthly but wants27000                                           
Smithearns8000monthly but wants24000                                            
Doranearns7500monthly but wants22500                                            
Sewallearns7000monthly but wants21000                                           
Vishneyearns10500monthly but wants31500                                         
Greeneearns9500monthly but wants28500                                           
Marvinsearns7200monthly but wants21600                                          
Leeearns6800monthly but wants20400                                              

Dream_salaries                                                                  
--------------------------------------------------------------------------------
Andeearns6400monthly but wants19200                                             
Bandaearns6200monthly but wants18600                                            
Ozerearns11500monthly but wants34500                                            
Bloomearns10000monthly but wants30000                                           
Foxearns9600monthly but wants28800                                              
Smithearns7400monthly but wants22200                                            
Batesearns7300monthly but wants21900                                            
Kumarearns6100monthly but wants18300                                            
Abelearns11000monthly but wants33000                                            
Huttonearns8800monthly but wants26400                                           
Taylorearns8600monthly but wants25800                                           

Dream_salaries                                                                  
--------------------------------------------------------------------------------
Livingstonearns8400monthly but wants25200                                       
Grantearns7000monthly but wants21000                                            
Johnsonearns6200monthly but wants18600                                          
Taylorearns3200monthly but wants9600                                            
Fleaurearns3100monthly but wants9300                                            
Sullivanearns2500monthly but wants7500                                          
Geoniearns2800monthly but wants8400                                             
Sarchandearns4200monthly but wants12600                                         
Bullearns4100monthly but wants12300                                             
Dellingerearns3400monthly but wants10200                                        
Cabrioearns3000monthly but wants9000                                            

Dream_salaries                                                                  
--------------------------------------------------------------------------------
Chungearns3800monthly but wants11400                                            
Dillyearns3600monthly but wants10800                                            
Gatesearns2900monthly but wants8700                                             
Perkinsearns2500monthly but wants7500                                           
Bellearns4000monthly but wants12000                                             
Everettearns3900monthly but wants11700                                          
McCainearns3200monthly but wants9600                                            
Jonesearns2800monthly but wants8400                                             
Walshearns3100monthly but wants9300                                             
Feeneyearns3000monthly but wants9000                                            
OConnellearns2600monthly but wants7800                                          

Dream_salaries                                                                  
--------------------------------------------------------------------------------
Grantearns2600monthly but wants7800                                             
Whalenearns4400monthly but wants13200                                           
Hartsteinearns13000monthly but wants39000                                       
Fayearns6000monthly but wants18000                                              
Mavrisearns6500monthly but wants19500                                           
Baerearns10000monthly but wants30000                                            
Higginsearns12008monthly but wants36024                                         
Gietzearns8300monthly but wants24900                                            

107 rows selected.

SQL> select last_name,hire_date, salary_review_date(day,'fmddspth "of"month,yyyy') as "Review"
  2  from employees;
select last_name,hire_date, salary_review_date(day,'fmddspth "of"month,yyyy') as "Review"
                            *
ERROR at line 1:
ORA-00904: "SALARY_REVIEW_DATE": invalid identifier 


SQL> ed
Wrote file afiedt.buf

  1  select last_name,hire_date, salaryreviewdate(day,'fmddspth "of"month,yyyy') as "Review"
  2* from employees
SQL> /
select last_name,hire_date, salaryreviewdate(day,'fmddspth "of"month,yyyy') as "Review"
                            *
ERROR at line 1:
ORA-00904: "SALARYREVIEWDATE": invalid identifier 


SQL> ed
Wrote file afiedt.buf

  1  select last_name,hire_date, to_char(day,'fmddspth "of"month,yyyy') as "Review"
  2* from employees
SQL> /
select last_name,hire_date, to_char(day,'fmddspth "of"month,yyyy') as "Review"
                                    *
ERROR at line 1:
ORA-00904: "DAY": invalid identifier 


SQL> ed
Wrote file afiedt.buf

  1  select last_name,hire_date, to_char((hire_date+6months),(day,'fmddspth "of"month,yyyy')) as "Review"
  2* from employees
SQL> /
select last_name,hire_date, to_char((hire_date+6months),(day,'fmddspth "of"month,yyyy')) as "Review"
                                                *
ERROR at line 1:
ORA-00907: missing right parenthesis 


SQL> select last_name, hire_date,to_char(hire_date,'fmDAY "of"hire_date') as "DAY"
  2  from employees;
select last_name, hire_date,to_char(hire_date,'fmDAY "of"hire_date') as "DAY"
                                              *
ERROR at line 1:
ORA-01821: date format not recognized 


SQL> ed
Wrote file afiedt.buf

  1  select last_name, hire_date,to_char(hire_date,'fmDAY "of"mon yyyy') as "DAY"
  2* from employees
SQL> /

LAST_NAME                 HIRE_DATE DAY                                         
------------------------- --------- --------------------                        
King                      17-JUN-03 TUESDAY ofjun 2003                          
Kochhar                   21-SEP-05 WEDNESDAY ofsep 2005                        
De Haan                   13-JAN-01 SATURDAY ofjan 2001                         
Hunold                    03-JAN-06 TUESDAY ofjan 2006                          
Ernst                     21-MAY-07 MONDAY ofmay 2007                           
Austin                    25-JUN-05 SATURDAY ofjun 2005                         
Pataballa                 05-FEB-06 SUNDAY offeb 2006                           
Lorentz                   07-FEB-07 WEDNESDAY offeb 2007                        
Greenberg                 17-AUG-02 SATURDAY ofaug 2002                         
Faviet                    16-AUG-02 FRIDAY ofaug 2002                           
Chen                      28-SEP-05 WEDNESDAY ofsep 2005                        

LAST_NAME                 HIRE_DATE DAY                                         
------------------------- --------- --------------------                        
Sciarra                   30-SEP-05 FRIDAY ofsep 2005                           
Urman                     07-MAR-06 TUESDAY ofmar 2006                          
Popp                      07-DEC-07 FRIDAY ofdec 2007                           
Raphaely                  07-DEC-02 SATURDAY ofdec 2002                         
Khoo                      18-MAY-03 SUNDAY ofmay 2003                           
Baida                     24-DEC-05 SATURDAY ofdec 2005                         
Tobias                    24-JUL-05 SUNDAY ofjul 2005                           
Himuro                    15-NOV-06 WEDNESDAY ofnov 2006                        
Colmenares                10-AUG-07 FRIDAY ofaug 2007                           
Weiss                     18-JUL-04 SUNDAY ofjul 2004                           
Fripp                     10-APR-05 SUNDAY ofapr 2005                           

LAST_NAME                 HIRE_DATE DAY                                         
------------------------- --------- --------------------                        
Kaufling                  01-MAY-03 THURSDAY ofmay 2003                         
Vollman                   10-OCT-05 MONDAY ofoct 2005                           
Mourgos                   16-NOV-07 FRIDAY ofnov 2007                           
Nayer                     16-JUL-05 SATURDAY ofjul 2005                         
Mikkilineni               28-SEP-06 THURSDAY ofsep 2006                         
Landry                    14-JAN-07 SUNDAY ofjan 2007                           
Markle                    08-MAR-08 SATURDAY ofmar 2008                         
Bissot                    20-AUG-05 SATURDAY ofaug 2005                         
Atkinson                  30-OCT-05 SUNDAY ofoct 2005                           
Marlow                    16-FEB-05 WEDNESDAY offeb 2005                        
Olson                     10-APR-07 TUESDAY ofapr 2007                          

LAST_NAME                 HIRE_DATE DAY                                         
------------------------- --------- --------------------                        
Mallin                    14-JUN-04 MONDAY ofjun 2004                           
Rogers                    26-AUG-06 SATURDAY ofaug 2006                         
Gee                       12-DEC-07 WEDNESDAY ofdec 2007                        
Philtanker                06-FEB-08 WEDNESDAY offeb 2008                        
Ladwig                    14-JUL-03 MONDAY ofjul 2003                           
Stiles                    26-OCT-05 WEDNESDAY ofoct 2005                        
Seo                       12-FEB-06 SUNDAY offeb 2006                           
Patel                     06-APR-06 THURSDAY ofapr 2006                         
Rajs                      17-OCT-03 FRIDAY ofoct 2003                           
Davies                    29-JAN-05 SATURDAY ofjan 2005                         
Matos                     15-MAR-06 WEDNESDAY ofmar 2006                        

LAST_NAME                 HIRE_DATE DAY                                         
------------------------- --------- --------------------                        
Vargas                    09-JUL-06 SUNDAY ofjul 2006                           
Russell                   01-OCT-04 FRIDAY ofoct 2004                           
Partners                  05-JAN-05 WEDNESDAY ofjan 2005                        
Errazuriz                 10-MAR-05 THURSDAY ofmar 2005                         
Cambrault                 15-OCT-07 MONDAY ofoct 2007                           
Zlotkey                   29-JAN-08 TUESDAY ofjan 2008                          
Tucker                    30-JAN-05 SUNDAY ofjan 2005                           
Bernstein                 24-MAR-05 THURSDAY ofmar 2005                         
Hall                      20-AUG-05 SATURDAY ofaug 2005                         
Olsen                     30-MAR-06 THURSDAY ofmar 2006                         
Cambrault                 09-DEC-06 SATURDAY ofdec 2006                         

LAST_NAME                 HIRE_DATE DAY                                         
------------------------- --------- --------------------                        
Tuvault                   23-NOV-07 FRIDAY ofnov 2007                           
King                      30-JAN-04 FRIDAY ofjan 2004                           
Sully                     04-MAR-04 THURSDAY ofmar 2004                         
McEwen                    01-AUG-04 SUNDAY ofaug 2004                           
Smith                     10-MAR-05 THURSDAY ofmar 2005                         
Doran                     15-DEC-05 THURSDAY ofdec 2005                         
Sewall                    03-NOV-06 FRIDAY ofnov 2006                           
Vishney                   11-NOV-05 FRIDAY ofnov 2005                           
Greene                    19-MAR-07 MONDAY ofmar 2007                           
Marvins                   24-JAN-08 THURSDAY ofjan 2008                         
Lee                       23-FEB-08 SATURDAY offeb 2008                         

LAST_NAME                 HIRE_DATE DAY                                         
------------------------- --------- --------------------                        
Ande                      24-MAR-08 MONDAY ofmar 2008                           
Banda                     21-APR-08 MONDAY ofapr 2008                           
Ozer                      11-MAR-05 FRIDAY ofmar 2005                           
Bloom                     23-MAR-06 THURSDAY ofmar 2006                         
Fox                       24-JAN-06 TUESDAY ofjan 2006                          
Smith                     23-FEB-07 FRIDAY offeb 2007                           
Bates                     24-MAR-07 SATURDAY ofmar 2007                         
Kumar                     21-APR-08 MONDAY ofapr 2008                           
Abel                      11-MAY-04 TUESDAY ofmay 2004                          
Hutton                    19-MAR-05 SATURDAY ofmar 2005                         
Taylor                    24-MAR-06 FRIDAY ofmar 2006                           

LAST_NAME                 HIRE_DATE DAY                                         
------------------------- --------- --------------------                        
Livingston                23-APR-06 SUNDAY ofapr 2006                           
Grant                     24-MAY-07 THURSDAY ofmay 2007                         
Johnson                   04-JAN-08 FRIDAY ofjan 2008                           
Taylor                    24-JAN-06 TUESDAY ofjan 2006                          
Fleaur                    23-FEB-06 THURSDAY offeb 2006                         
Sullivan                  21-JUN-07 THURSDAY ofjun 2007                         
Geoni                     03-FEB-08 SUNDAY offeb 2008                           
Sarchand                  27-JAN-04 TUESDAY ofjan 2004                          
Bull                      20-FEB-05 SUNDAY offeb 2005                           
Dellinger                 24-JUN-06 SATURDAY ofjun 2006                         
Cabrio                    07-FEB-07 WEDNESDAY offeb 2007                        

LAST_NAME                 HIRE_DATE DAY                                         
------------------------- --------- --------------------                        
Chung                     14-JUN-05 TUESDAY ofjun 2005                          
Dilly                     13-AUG-05 SATURDAY ofaug 2005                         
Gates                     11-JUL-06 TUESDAY ofjul 2006                          
Perkins                   19-DEC-07 WEDNESDAY ofdec 2007                        
Bell                      04-FEB-04 WEDNESDAY offeb 2004                        
Everett                   03-MAR-05 THURSDAY ofmar 2005                         
McCain                    01-JUL-06 SATURDAY ofjul 2006                         
Jones                     17-MAR-07 SATURDAY ofmar 2007                         
Walsh                     24-APR-06 MONDAY ofapr 2006                           
Feeney                    23-MAY-06 TUESDAY ofmay 2006                          
OConnell                  21-JUN-07 THURSDAY ofjun 2007                         

LAST_NAME                 HIRE_DATE DAY                                         
------------------------- --------- --------------------                        
Grant                     13-JAN-08 SUNDAY ofjan 2008                           
Whalen                    17-SEP-03 WEDNESDAY ofsep 2003                        
Hartstein                 17-FEB-04 TUESDAY offeb 2004                          
Fay                       17-AUG-05 WEDNESDAY ofaug 2005                        
Mavris                    07-JUN-02 FRIDAY ofjun 2002                           
Baer                      07-JUN-02 FRIDAY ofjun 2002                           
Higgins                   07-JUN-02 FRIDAY ofjun 2002                           
Gietz                     07-JUN-02 FRIDAY ofjun 2002                           

107 rows selected.

SQL> SELECT last_name, salary, NVL(commission_pct, 0),
  2  as "COMM"
  3  from employees;
as "COMM"
*
ERROR at line 2:
ORA-00936: missing expression 


SQL> SELECT last_name, salary, NVL(commission_pct, 0) as "COMM"
  2  from employees;

LAST_NAME                     SALARY       COMM                                 
------------------------- ---------- ----------                                 
King                           24000          0                                 
Kochhar                        17000          0                                 
De Haan                        17000          0                                 
Hunold                          9000          0                                 
Ernst                           6000          0                                 
Austin                          4800          0                                 
Pataballa                       4800          0                                 
Lorentz                         4200          0                                 
Greenberg                      12008          0                                 
Faviet                          9000          0                                 
Chen                            8200          0                                 

LAST_NAME                     SALARY       COMM                                 
------------------------- ---------- ----------                                 
Sciarra                         7700          0                                 
Urman                           7800          0                                 
Popp                            6900          0                                 
Raphaely                       11000          0                                 
Khoo                            3100          0                                 
Baida                           2900          0                                 
Tobias                          2800          0                                 
Himuro                          2600          0                                 
Colmenares                      2500          0                                 
Weiss                           8000          0                                 
Fripp                           8200          0                                 

LAST_NAME                     SALARY       COMM                                 
------------------------- ---------- ----------                                 
Kaufling                        7900          0                                 
Vollman                         6500          0                                 
Mourgos                         5800          0                                 
Nayer                           3200          0                                 
Mikkilineni                     2700          0                                 
Landry                          2400          0                                 
Markle                          2200          0                                 
Bissot                          3300          0                                 
Atkinson                        2800          0                                 
Marlow                          2500          0                                 
Olson                           2100          0                                 

LAST_NAME                     SALARY       COMM                                 
------------------------- ---------- ----------                                 
Mallin                          3300          0                                 
Rogers                          2900          0                                 
Gee                             2400          0                                 
Philtanker                      2200          0                                 
Ladwig                          3600          0                                 
Stiles                          3200          0                                 
Seo                             2700          0                                 
Patel                           2500          0                                 
Rajs                            3500          0                                 
Davies                          3100          0                                 
Matos                           2600          0                                 

LAST_NAME                     SALARY       COMM                                 
------------------------- ---------- ----------                                 
Vargas                          2500          0                                 
Russell                        14000         .4                                 
Partners                       13500         .3                                 
Errazuriz                      12000         .3                                 
Cambrault                      11000         .3                                 
Zlotkey                        10500         .2                                 
Tucker                         10000         .3                                 
Bernstein                       9500        .25                                 
Hall                            9000        .25                                 
Olsen                           8000         .2                                 
Cambrault                       7500         .2                                 

LAST_NAME                     SALARY       COMM                                 
------------------------- ---------- ----------                                 
Tuvault                         7000        .15                                 
King                           10000        .35                                 
Sully                           9500        .35                                 
McEwen                          9000        .35                                 
Smith                           8000         .3                                 
Doran                           7500         .3                                 
Sewall                          7000        .25                                 
Vishney                        10500        .25                                 
Greene                          9500        .15                                 
Marvins                         7200         .1                                 
Lee                             6800         .1                                 

LAST_NAME                     SALARY       COMM                                 
------------------------- ---------- ----------                                 
Ande                            6400         .1                                 
Banda                           6200         .1                                 
Ozer                           11500        .25                                 
Bloom                          10000         .2                                 
Fox                             9600         .2                                 
Smith                           7400        .15                                 
Bates                           7300        .15                                 
Kumar                           6100         .1                                 
Abel                           11000         .3                                 
Hutton                          8800        .25                                 
Taylor                          8600         .2                                 

LAST_NAME                     SALARY       COMM                                 
------------------------- ---------- ----------                                 
Livingston                      8400         .2                                 
Grant                           7000        .15                                 
Johnson                         6200         .1                                 
Taylor                          3200          0                                 
Fleaur                          3100          0                                 
Sullivan                        2500          0                                 
Geoni                           2800          0                                 
Sarchand                        4200          0                                 
Bull                            4100          0                                 
Dellinger                       3400          0                                 
Cabrio                          3000          0                                 

LAST_NAME                     SALARY       COMM                                 
------------------------- ---------- ----------                                 
Chung                           3800          0                                 
Dilly                           3600          0                                 
Gates                           2900          0                                 
Perkins                         2500          0                                 
Bell                            4000          0                                 
Everett                         3900          0                                 
McCain                          3200          0                                 
Jones                           2800          0                                 
Walsh                           3100          0                                 
Feeney                          3000          0                                 
OConnell                        2600          0                                 

LAST_NAME                     SALARY       COMM                                 
------------------------- ---------- ----------                                 
Grant                           2600          0                                 
Whalen                          4400          0                                 
Hartstein                      13000          0                                 
Fay                             6000          0                                 
Mavris                          6500          0                                 
Baer                           10000          0                                 
Higgins                        12008          0                                 
Gietz                           8300          0                                 

107 rows selected.

SQL> SELECT last_name, salary, NVL(commission_pct, no commission) as "COMM"
  2  from employees;
SELECT last_name, salary, NVL(commission_pct, no commission) as "COMM"
                                                 *
ERROR at line 1:
ORA-00907: missing right parenthesis 


SQL> ed
Wrote file afiedt.buf

  1  SELECT last_name, salary, NVL(commission_pct,' no commission') as "COMM"
  2* from employees
SQL> /
SELECT last_name, salary, NVL(commission_pct,' no commission') as "COMM"
                                             *
ERROR at line 1:
ORA-01722: invalid number 


SQL> select job_id,
  2  decode(job_id,'AD_PRES', A,
  3                'ST_MAN', B,
  4                'IT_PROG'', C,
  5                'SA_REP', D,
  6                'ST_CLERK', E,
  7         none of the above 0)
  8  RANK
  9  from employees;
ERROR:
ORA-01756: quoted string not properly terminated 


SQL> ed
Wrote file afiedt.buf

  1  select job_id,
  2  decode(job_id,'AD_PRES', A,
  3                'ST_MAN', B,
  4                'IT_PROG', C,
  5                'SA_REP', D,
  6                'ST_CLERK', E,
  7         none of the above 0)
  8  RANK
  9* from employees
SQL> /
       none of the above 0)
            *
ERROR at line 7:
ORA-00907: missing right parenthesis 


SQL> ed
Wrote file afiedt.buf

  1  select job_id,
  2  decode(job_id,'AD_PRES', A,
  3                'ST_MAN', B,
  4                'IT_PROG', C,
  5                'SA_REP', D,
  6                'ST_CLERK', E,
  7         none of the above)
  8  RANK
  9* from employees
SQL> /
       none of the above)
            *
ERROR at line 7:
ORA-00907: missing right parenthesis 


SQL> ed
Wrote file afiedt.buf

  1  select job_id,
  2  decode(job_id,'AD_PRES', A,
  3                'ST_MAN', B,
  4                'IT_PROG', C,
  5                'SA_REP', D,
  6                'ST_CLERK', E,
  7         0)
  8  RANK
  9* from employees
SQL> /
              'ST_CLERK', E,
                          *
ERROR at line 6:
ORA-00904: "E": invalid identifier 


SQL> ed
Wrote file afiedt.buf

  1  select job_id,
  2  decode(job_id,'AD_PRES', 'A',
  3                'ST_MAN', 'B',
  4                'IT_PROG', 'C',
  5                'SA_REP', 'D',
  6                'ST_CLERK', 'E',
  7         0)
  8  RANK
  9* from employees
SQL> /

JOB_ID     R                                                                    
---------- -                                                                    
AC_ACCOUNT 0                                                                    
AC_MGR     0                                                                    
AD_ASST    0                                                                    
AD_PRES    A                                                                    
AD_VP      0                                                                    
AD_VP      0                                                                    
FI_ACCOUNT 0                                                                    
FI_ACCOUNT 0                                                                    
FI_ACCOUNT 0                                                                    
FI_ACCOUNT 0                                                                    
FI_ACCOUNT 0                                                                    

JOB_ID     R                                                                    
---------- -                                                                    
FI_MGR     0                                                                    
HR_REP     0                                                                    
IT_PROG    C                                                                    
IT_PROG    C                                                                    
IT_PROG    C                                                                    
IT_PROG    C                                                                    
IT_PROG    C                                                                    
MK_MAN     0                                                                    
MK_REP     0                                                                    
PR_REP     0                                                                    
PU_CLERK   0                                                                    

JOB_ID     R                                                                    
---------- -                                                                    
PU_CLERK   0                                                                    
PU_CLERK   0                                                                    
PU_CLERK   0                                                                    
PU_CLERK   0                                                                    
PU_MAN     0                                                                    
SA_MAN     0                                                                    
SA_MAN     0                                                                    
SA_MAN     0                                                                    
SA_MAN     0                                                                    
SA_MAN     0                                                                    
SA_REP     D                                                                    

JOB_ID     R                                                                    
---------- -                                                                    
SA_REP     D                                                                    
SA_REP     D                                                                    
SA_REP     D                                                                    
SA_REP     D                                                                    
SA_REP     D                                                                    
SA_REP     D                                                                    
SA_REP     D                                                                    
SA_REP     D                                                                    
SA_REP     D                                                                    
SA_REP     D                                                                    
SA_REP     D                                                                    

JOB_ID     R                                                                    
---------- -                                                                    
SA_REP     D                                                                    
SA_REP     D                                                                    
SA_REP     D                                                                    
SA_REP     D                                                                    
SA_REP     D                                                                    
SA_REP     D                                                                    
SA_REP     D                                                                    
SA_REP     D                                                                    
SA_REP     D                                                                    
SA_REP     D                                                                    
SA_REP     D                                                                    

JOB_ID     R                                                                    
---------- -                                                                    
SA_REP     D                                                                    
SA_REP     D                                                                    
SA_REP     D                                                                    
SA_REP     D                                                                    
SA_REP     D                                                                    
SA_REP     D                                                                    
SA_REP     D                                                                    
SH_CLERK   0                                                                    
SH_CLERK   0                                                                    
SH_CLERK   0                                                                    
SH_CLERK   0                                                                    

JOB_ID     R                                                                    
---------- -                                                                    
SH_CLERK   0                                                                    
SH_CLERK   0                                                                    
SH_CLERK   0                                                                    
SH_CLERK   0                                                                    
SH_CLERK   0                                                                    
SH_CLERK   0                                                                    
SH_CLERK   0                                                                    
SH_CLERK   0                                                                    
SH_CLERK   0                                                                    
SH_CLERK   0                                                                    
SH_CLERK   0                                                                    

JOB_ID     R                                                                    
---------- -                                                                    
SH_CLERK   0                                                                    
SH_CLERK   0                                                                    
SH_CLERK   0                                                                    
SH_CLERK   0                                                                    
SH_CLERK   0                                                                    
ST_CLERK   E                                                                    
ST_CLERK   E                                                                    
ST_CLERK   E                                                                    
ST_CLERK   E                                                                    
ST_CLERK   E                                                                    
ST_CLERK   E                                                                    

JOB_ID     R                                                                    
---------- -                                                                    
ST_CLERK   E                                                                    
ST_CLERK   E                                                                    
ST_CLERK   E                                                                    
ST_CLERK   E                                                                    
ST_CLERK   E                                                                    
ST_CLERK   E                                                                    
ST_CLERK   E                                                                    
ST_CLERK   E                                                                    
ST_CLERK   E                                                                    
ST_CLERK   E                                                                    
ST_CLERK   E                                                                    

JOB_ID     R                                                                    
---------- -                                                                    
ST_CLERK   E                                                                    
ST_CLERK   E                                                                    
ST_CLERK   E                                                                    
ST_MAN     B                                                                    
ST_MAN     B                                                                    
ST_MAN     B                                                                    
ST_MAN     B                                                                    
ST_MAN     B                                                                    

107 rows selected.

SQL> select job_id,
  2  case job_id when'AD_PRES' then ' A,
  3  c
  4  ;
ERROR:
ORA-01756: quoted string not properly terminated 


SQL> select job_id,
  2  
SQL> ;
  1* select job_id,
SQL> select job_id,
  2  case job_id when'AD_PRES' then 'A'
  3              when 'ST_MAN' then 'B'
  4             when 'IT_PROG' then 'C'
  5              when 'SA_REP' then 'D'
  6              when 'ST_CLERK' then 'E'
  7  else 0 end  RANK
  8  from employees;
else 0 end  RANK
     *
ERROR at line 7:
ORA-00932: inconsistent datatypes: expected CHAR got NUMBER 


SQL> ed
Wrote file afiedt.buf

  1  select job_id,
  2  case job_id when'AD_PRES' then 'A'
  3              when 'ST_MAN' then 'B'
  4             when 'IT_PROG' then 'C'
  5              when 'SA_REP' then 'D'
  6              when 'ST_CLERK' then 'E'
  7  else none end  RANK
  8* from employees
SQL> /
else none end  RANK
     *
ERROR at line 7:
ORA-00904: "NONE": invalid identifier 


SQL> ed
Wrote file afiedt.buf

  1  select job_id,
  2  case job_id when'AD_PRES' then 'A'
  3              when 'ST_MAN' then 'B'
  4             when 'IT_PROG' then 'C'
  5              when 'SA_REP' then 'D'
  6              when 'ST_CLERK' then 'E'
  7  else 0
  8  end  RANK
  9* from employees
SQL> /
else 0
     *
ERROR at line 7:
ORA-00932: inconsistent datatypes: expected CHAR got NUMBER 
--------------------------------------------------------------------------------------------------
5 USING MULTI ROW FUNCTIONS
--------------------------------------------------------------------------------------------------

SQL> select max(salary) as "MAXIMUM",min(salary) as "MINIMUM", round(avg(salary),0) as "AVERAGE",sum(salary) as "SUM"
  2  from employees;

   MAXIMUM    MINIMUM    AVERAGE        SUM                                     
---------- ---------- ---------- ----------                                     
     24000       2100       6462     691416                                     

SQL> select max(salary) as "MAXIMUM",min(salary) as "MINIMUM", round(avg(salary),0) as "AVERAGE",sum(salary) as "SUM",job_type
  2  from employees
  3  group by job_type;
group by job_type
         *
ERROR at line 3:
ORA-00904: "JOB_TYPE": invalid identifier 


SQL> ed
Wrote file afiedt.buf

  1  select max(salary) as "MAXIMUM",min(salary) as "MINIMUM", round(avg(salary),0) as "AVERAGE",sum(salary) as "SUM",job_id
  2  from employees
  3* group by job_id
SQL> /

   MAXIMUM    MINIMUM    AVERAGE        SUM JOB_ID                              
---------- ---------- ---------- ---------- ----------                          
      9000       4200       5760      28800 IT_PROG                             
     12008      12008      12008      12008 AC_MGR                              
      8300       8300       8300       8300 AC_ACCOUNT                          
      8200       5800       7280      36400 ST_MAN                              
